BMI,age,Profile_Effort,app_usage_time_min,swipe_right_ratio,emoji_usage_rate,profile_pics_count,bio_length,Is_Top_Tier
29.8954292460786,31,88,229.0,0.49,0.31,4,22,0
20.90288866308608,44,87,220.0,0.51,0.36,1,87,0
28.01426872770511,30,2280,24.0,0.59,0.35,5,456,1
19.402715864876704,23,1038,38.0,0.23,0.38,3,346,0
20.70654781444913,33,1269,99.0,0.35,0.32,3,423,0
24.196006706294767,19,0,225.0,0.4,0.43,0,62,0
22.420360110803323,31,648,186.0,0.55,0.2,2,324,0
28.30031073540713,55,1992,189.0,0.65,0.22,4,498,1
28.40651878678135,58,220,207.0,0.47,0.43,5,44,0
25.799516259070142,52,249,72.0,0.82,0.4,3,83,0
27.291389928752565,19,1405,269.0,0.4,0.25,5,281,0
19.98650699949401,51,660,41.0,0.76,0.15,5,132,1
26.50394477317554,21,590,261.0,0.12,0.06,2,295,0
24.212293388429753,29,0,196.0,0.84,0.29,2,0,1
26.482243560432856,51,220,147.0,0.28,0.46,4,55,0
27.798773830519863,44,324,176.0,0.04,0.06,2,162,0
22.6121223494089,39,377,220.0,0.64,0.15,1,377,0
29.883655470069435,38,0,56.0,0.4,0.12,0,400,1
26.621639401780623,57,510,76.0,0.22,0.13,3,170,0
19.81723329015091,43,0,161.0,0.92,0.06,0,43,0
25.689561925365066,42,1359,176.0,0.37,0.11,3,453,0
21.81818181818182,47,514,79.0,0.2,0.32,2,257,0
23.28843995510662,53,688,125.0,0.18,0.39,2,344,0
22.00617283950617,38,0,276.0,0.49,0.2,0,297,0
28.784244413584144,32,0,145.0,0.44,0.05,0,363,0
21.9017094017094,40,360,21.0,0.39,0.15,4,90,1
25.11249818551314,36,0,89.0,0.31,0.06,0,385,0
29.81190650109569,41,2742,23.0,0.25,0.43,6,457,0
28.113083497698884,58,650,242.0,0.58,0.28,5,130,0
19.28920597172678,51,351,84.0,0.73,0.21,3,117,1
28.4078773121449,37,710,168.0,0.15,0.35,2,355,0
18.178670360110804,28,75,60.0,0.38,0.46,5,15,0
29.714417851774765,21,402,75.0,0.56,0.35,1,402,0
19.604578563995837,32,1555,136.0,0.31,0.18,5,311,1
19.698587872315173,58,0,23.0,0.32,0.45,0,250,1
21.98099184721409,31,670,73.0,0.55,0.45,5,134,0
22.195923734385275,40,1098,59.0,0.65,0.45,6,183,0
27.209607806342657,43,888,109.0,0.65,0.19,6,148,0
27.40184414039263,51,125,268.0,0.49,0.2,5,25,0
29.51869806094183,49,5,7.0,0.38,0.25,5,1,0
22.90705764126878,34,420,113.0,0.65,0.3,4,105,0
27.67873897541753,58,678,2.0,0.62,0.47,6,113,0
22.414258709154737,36,380,60.0,0.35,0.07,1,380,0
28.804413972169254,44,1842,66.0,0.36,0.13,6,307,1
23.893258879433006,25,1050,258.0,0.55,0.5,6,175,0
27.591149332616677,20,138,149.0,0.2,0.47,2,69,0
22.09671026555688,24,0,54.0,0.71,0.15,6,0,1
24.099077531999104,56,1340,188.0,0.48,0.47,5,268,1
25.5,40,912,277.0,0.44,0.5,2,456,0
23.586541796739503,53,1436,155.0,0.73,0.37,4,359,1
28.29032596897868,46,483,294.0,0.78,0.34,1,483,0
19.2072237526783,37,423,113.0,0.29,0.39,1,423,0
18.80920625149619,30,1980,173.0,0.24,0.3,4,495,1
22.69284181290241,46,1672,232.0,0.83,0.21,4,418,1
26.811668547587296,24,654,211.0,0.54,0.04,3,218,0
25.992245689215387,42,732,194.0,0.76,0.16,4,183,0
26.287656588361067,33,180,33.0,0.6,0.26,4,45,0
22.09306396834845,48,404,33.0,1.0,0.49,2,202,1
18.80186267987816,42,1440,42.0,0.63,0.29,3,480,0
19.318701417466848,29,384,142.0,0.41,0.27,6,64,0
28.8,33,253,257.0,0.64,0.33,1,253,0
30.009182736455468,47,2886,109.0,0.45,0.43,6,481,1
19.904257999496092,33,1155,240.0,0.47,0.29,5,231,1
18.799999999999997,18,0,290.0,0.25,0.25,0,345,0
25.116167280884472,52,1172,100.0,0.46,0.52,4,293,0
18.20183092163548,41,197,241.0,0.56,0.43,1,197,0
29.104938271604937,37,296,300.0,0.56,0.42,1,296,0
26.816503712118134,38,972,52.0,0.29,0.24,3,324,0
21.392808375056898,45,328,166.0,0.67,0.31,2,164,0
18.98871527777778,56,15,262.0,0.43,0.47,1,15,0
26.696500906600825,24,1360,252.0,0.12,0.35,4,340,1
29.903880384478455,43,1488,280.0,0.34,0.06,6,248,0
23.18914211061112,57,350,188.0,0.57,0.27,5,70,0
24.90777545826303,34,460,208.0,0.55,0.09,1,460,0
25.816630212628635,19,699,188.0,0.43,0.15,3,233,0
22.002251829611563,23,2004,90.0,0.38,0.24,6,334,1
24.793953695154066,29,1880,32.0,0.36,0.04,4,470,1
25.096952908587255,20,516,89.0,0.51,0.15,2,258,0
19.31154127100073,38,840,33.0,0.78,0.51,4,210,0
19.59577305837694,31,0,199.0,0.63,0.48,0,72,0
23.196206587210046,58,1716,219.0,0.9,0.26,4,429,0
25.108960828924644,39,2436,211.0,0.64,0.31,6,406,1
24.898361152496147,49,304,7.0,0.47,0.31,1,304,0
19.806562080614558,58,468,255.0,0.42,0.31,1,468,0
21.0947862463014,26,476,252.0,0.79,0.06,1,476,0
22.8095733610822,34,962,279.0,0.34,0.33,2,481,0
23.183673469387756,21,672,250.0,0.76,0.26,3,224,1
21.910204081632653,44,1976,84.0,0.58,0.44,4,494,1
25.4042610693212,37,0,231.0,0.56,0.31,0,450,0
24.805669867398255,42,1464,194.0,0.62,0.49,6,244,1
19.200000000000003,32,1316,20.0,0.59,0.15,4,329,0
27.21513061390094,42,845,278.0,0.27,0.57,5,169,0
19.896364858985006,22,193,203.0,0.39,0.28,1,193,0
26.898925250573598,26,0,269.0,0.72,0.36,0,370,1
18.803418803418804,20,102,7.0,0.61,0.15,2,51,0
18.094577407792805,36,45,129.0,0.34,0.18,1,45,0
23.20164830242766,43,0,68.0,0.41,0.47,0,56,0
29.48870392390012,35,206,197.0,0.35,0.25,2,103,0
21.306818181818183,49,114,109.0,0.42,0.09,3,38,0
23.798859326943173,58,0,287.0,0.76,0.2,0,304,0
20.808561236623067,39,0,87.0,0.83,0.02,0,323,0
28.680142687277048,21,1090,123.0,0.22,0.22,5,218,0
21.70138888888889,56,444,226.0,0.53,0.25,1,444,0
18.985989438661825,32,1975,137.0,0.66,0.26,5,395,1
22.611329578063554,32,259,109.0,0.24,0.13,1,259,0
27.382812499999993,32,585,182.0,0.51,0.37,3,195,1
22.095401631271937,24,0,202.0,0.48,0.25,0,102,0
24.694280078895467,33,2145,201.0,0.58,0.14,5,429,0
27.408316115702483,57,2832,220.0,0.82,0.28,6,472,1
19.39530581570123,38,1370,110.0,0.7,0.56,5,274,1
23.986311983471076,35,2130,277.0,0.63,0.38,6,355,1
21.591058514135437,38,1290,112.0,0.63,0.44,5,258,1
20.77837937896247,46,1914,161.0,0.6,0.41,6,319,1
28.086419753086417,38,1356,153.0,0.39,0.37,3,452,0
18.696824340884426,35,2090,46.0,0.48,0.37,5,418,1
24.99931471176777,37,480,133.0,0.5,0.4,5,96,1
25.404949907930465,55,921,53.0,0.88,0.26,3,307,1
22.80078895463511,21,122,52.0,0.52,0.58,2,61,0
18.0059123891427,28,276,36.0,0.76,0.69,6,46,0
29.296515450361607,31,2500,84.0,0.69,0.48,5,500,1
23.789397415771038,43,0,130.0,0.35,0.2,0,432,0
26.588783555172522,56,740,6.0,0.4,0.53,2,370,0
20.715693808680545,23,0,274.0,0.38,0.41,0,315,0
21.098662580995242,21,225,137.0,0.74,0.2,3,75,0
25.510204081632654,46,0,56.0,0.8,0.67,0,482,1
19.2,33,189,100.0,0.56,0.11,1,189,0
29.612097304404998,30,415,141.0,0.42,0.34,1,415,0
29.503616042077578,24,22,236.0,0.53,0.26,2,11,0
25.9948544889572,49,47,187.0,0.42,0.33,1,47,0
27.192636423405656,53,816,62.0,0.58,0.19,4,204,1
29.41264295738899,20,678,176.0,0.5,0.37,6,113,0
22.51783857434831,36,1015,124.0,0.41,0.12,5,203,1
24.2,36,412,253.0,0.59,0.38,1,412,0
20.28479857195018,49,2305,110.0,0.43,0.29,5,461,1
29.404661272793142,24,2370,69.0,0.6,0.53,5,474,1
27.291389928752565,35,2670,218.0,0.53,0.12,6,445,0
22.410762574364522,37,855,2.0,0.4,0.41,5,171,0
27.099891460383045,46,264,276.0,0.63,0.49,6,44,0
17.99853907962016,30,2220,190.0,0.5,0.32,5,444,1
28.09983627919409,39,2040,84.0,0.81,0.08,6,340,0
21.380177694835492,46,708,210.0,0.34,0.37,6,118,0
24.105186267348426,58,15,74.0,0.46,0.57,5,3,0
22.499431832529478,41,1299,88.0,0.57,0.24,3,433,0
18.206610944168073,30,2425,278.0,0.71,0.53,5,485,0
22.19909816163718,47,0,147.0,0.3,0.21,0,410,0
25.608459357277884,31,0,287.0,0.57,0.39,0,15,1
24.0,48,0,168.0,0.36,0.47,0,16,0
26.909722222222225,51,1464,262.0,0.43,0.17,6,244,1
23.794267162202573,46,0,227.0,0.23,0.49,0,126,0
25.6,37,1176,282.0,0.63,0.26,4,294,1
25.1843340036388,25,0,153.0,0.98,0.18,0,273,0
25.896055038779664,48,795,230.0,0.41,0.28,3,265,1
20.805350730517258,18,1836,170.0,0.13,0.58,6,306,1
28.798081828384863,59,730,19.0,0.29,0.52,2,365,0
19.8961937716263,56,0,159.0,0.74,0.27,0,209,0
28.090147623675325,47,418,282.0,0.23,0.28,1,418,0
24.999035531036608,42,0,176.0,0.48,0.11,0,264,1
18.08888888888889,22,900,167.0,0.5,0.38,3,300,0
26.007681984358374,45,184,163.0,0.45,0.2,4,46,0
26.31293402777778,47,1380,118.0,0.38,0.12,6,230,1
25.59118885649498,40,2085,182.0,0.34,0.09,5,417,1
24.706037785704847,56,1810,155.0,0.49,0.43,5,362,1
22.589551436050055,38,130,147.0,0.66,0.45,1,130,0
18.50141924010807,51,900,53.0,0.25,0.29,2,450,0
24.507420858474646,54,1120,179.0,0.5,0.22,5,224,0
25.921521997621877,47,1401,289.0,0.42,0.12,3,467,0
22.722013975658292,46,1491,2.0,0.69,0.36,3,497,0
25.599934253780404,39,34,177.0,0.34,0.34,1,34,0
27.21730294672667,21,16,182.0,0.52,0.19,2,8,1
22.891068052930056,35,822,193.0,0.45,0.06,6,137,0
19.411284562799715,55,389,169.0,0.26,0.16,1,389,1
21.812244897959182,29,819,144.0,0.67,0.17,3,273,0
24.89113349996135,28,312,158.0,0.34,0.09,4,78,0
22.99357208448118,54,1900,240.0,0.69,0.22,5,380,1
18.386476526197722,50,292,290.0,0.51,0.42,2,146,0
24.0,51,508,147.0,0.48,0.35,2,254,0
20.493827160493826,33,0,271.0,0.56,0.26,0,263,0
18.518518518518515,34,1280,16.0,0.66,0.18,4,320,0
24.387986487111856,57,496,123.0,0.76,0.14,1,496,0
27.519628264701165,33,1065,191.0,0.47,0.14,5,213,0
24.007883185523603,19,664,62.0,0.66,0.5,4,166,0
27.804370447450566,41,228,224.0,0.34,0.37,3,76,0
18.084837773008456,31,0,37.0,0.83,0.22,0,271,1
26.014568158168572,42,1030,110.0,0.48,0.35,5,206,1
19.716824211935574,20,374,171.0,0.05,0.62,2,187,1
27.60201446280992,45,468,175.0,0.53,0.47,6,78,0
29.902743504137035,59,606,226.0,0.12,0.5,3,202,0
28.80859375,41,1730,250.0,0.44,0.3,5,346,1
29.310549424468963,29,56,290.0,0.3,0.23,4,14,0
29.987382211603,19,2202,59.0,0.56,0.11,6,367,0
30.00414951003862,48,2328,272.0,0.46,0.01,6,388,1
23.485962207321883,52,0,298.0,0.54,0.09,0,357,0
29.68495643014459,18,1548,233.0,0.53,0.25,6,258,1
22.085522662223934,52,920,218.0,0.56,0.14,2,460,1
24.01249965735588,31,867,242.0,0.5,0.14,3,289,0
21.51216305062459,40,1105,90.0,0.34,0.28,5,221,0
20.394448502556607,20,1952,80.0,0.53,0.47,4,488,0
20.307412205454995,23,567,213.0,0.18,0.14,3,189,0
30.010405827263263,22,524,94.0,0.25,0.19,2,262,0
29.59526909722222,22,135,101.0,0.33,0.18,1,135,0
28.500785191620167,23,139,231.0,0.21,0.13,1,139,0
24.995994231693633,52,338,130.0,0.57,0.53,2,169,1
19.515570934256058,58,0,154.0,0.39,0.41,0,278,0
27.799124594874538,46,65,125.0,0.35,0.07,5,13,0
25.887479174676407,38,1332,101.0,0.17,0.41,3,444,1
22.000085437225,58,466,224.0,0.42,0.39,2,233,0
26.213842975206614,39,0,261.0,0.43,0.65,0,316,0
28.696329639889196,37,704,126.0,0.59,0.15,2,352,0
18.285714285714285,57,447,62.0,0.41,0.17,3,149,0
26.798589969556158,38,440,154.0,0.82,0.46,5,88,0
24.498269896193772,35,957,250.0,0.52,0.24,3,319,0
27.015698826398413,26,234,5.0,0.36,0.03,1,234,0
22.099447513812155,29,860,129.0,0.31,0.45,4,215,0
26.00550964187328,38,1740,252.0,0.47,0.16,5,348,1
22.093417140276266,34,1437,251.0,0.33,0.67,3,479,0
28.509508256768722,35,1828,91.0,0.38,0.24,4,457,0
28.908491869486664,36,1788,38.0,0.44,0.19,4,447,0
18.101747261860503,36,172,67.0,0.54,0.37,2,86,0
27.108433734939762,40,0,252.0,0.38,0.74,0,254,1
22.01222272521503,50,71,295.0,0.0,0.16,1,71,1
21.414141414141415,50,2064,54.0,0.62,0.2,6,344,1
20.49219572919659,34,0,177.0,0.76,0.2,0,112,0
20.294154778437065,20,374,9.0,0.41,0.54,1,374,0
27.588543038879898,27,918,45.0,0.45,0.16,2,459,0
26.399635867091494,21,1143,165.0,0.58,0.34,3,381,0
25.097271251513824,35,856,50.0,0.51,0.24,2,428,0
23.493575154931552,18,0,164.0,0.4,0.23,0,181,0
28.114730820722947,31,1167,278.0,0.68,0.19,3,389,0
24.59348677987478,54,1070,14.0,0.54,0.37,5,214,0
26.890680599972978,39,1760,193.0,0.18,0.31,5,352,0
20.995275110501446,30,0,159.0,0.43,0.61,0,32,0
26.388888888888886,42,1368,25.0,0.26,0.13,4,342,1
24.31405020889006,49,1080,222.0,0.74,0.09,3,360,1
24.58448753462604,33,1986,212.0,0.36,0.26,6,331,1
23.184784117728725,58,0,244.0,0.61,0.48,0,459,0
23.797500315616716,29,3,31.0,0.71,0.33,1,3,0
28.29964328180737,51,312,112.0,0.47,0.15,2,156,0
22.409972299168977,20,2020,133.0,0.12,0.58,5,404,1
18.604014910570775,28,0,60.0,0.49,0.69,0,151,0
24.894086341514654,52,63,255.0,0.65,0.16,1,63,0
20.78765390453702,54,2185,191.0,0.93,0.27,5,437,1
24.099077531999104,54,356,204.0,0.75,0.07,1,356,0
27.015698826398413,34,1380,148.0,0.18,0.3,4,345,0
21.490285513793253,57,0,165.0,0.5,0.11,0,26,0
23.906249999999996,54,748,148.0,0.2,0.17,4,187,0
27.21627691901176,25,578,70.0,0.53,0.1,2,289,0
29.90321402483565,23,0,280.0,0.32,0.07,0,311,0
22.59815679838404,29,0,265.0,0.54,0.32,0,288,0
20.99605274208449,42,153,82.0,0.34,0.3,1,153,0
22.80150178565978,20,615,134.0,0.46,0.39,3,205,1
20.8,42,1230,128.0,0.4,0.27,6,205,0
29.904263329628172,32,2050,170.0,0.44,0.22,5,410,1
23.598915289256198,33,519,272.0,0.31,0.24,3,173,0
27.905039566847147,55,390,276.0,0.18,0.25,1,390,0
28.98916694022878,31,0,191.0,1.0,0.33,0,296,1
23.0875941339675,41,1470,101.0,0.65,0.39,6,245,0
29.10276536650163,59,618,110.0,0.65,0.45,3,206,0
28.19478326139989,22,472,173.0,0.55,0.03,4,118,0
19.79997687593941,37,870,162.0,0.88,0.69,5,174,0
18.103805186495542,46,364,152.0,0.47,0.39,2,182,0
25.1939513477975,18,307,105.0,0.46,0.26,1,307,0
27.71171885321707,24,714,78.0,0.6,0.24,3,238,0
19.313367421475526,18,25,207.0,0.33,0.48,5,5,1
24.696346051867376,30,242,48.0,0.67,0.43,2,121,1
22.08888888888889,39,239,69.0,0.32,0.45,1,239,0
24.308012486992713,21,810,80.0,0.43,0.13,5,162,0
27.897475182738038,22,2215,155.0,0.78,0.26,5,443,1
19.716824211935574,22,278,31.0,0.7,0.28,1,278,1
24.09638554216868,57,0,192.0,0.59,0.55,0,200,0
29.79387429235012,49,199,32.0,0.98,0.43,1,199,0
24.793836805555557,41,363,153.0,0.52,0.09,1,363,0
21.585557299843014,44,558,211.0,0.61,0.26,2,279,0
20.507812499999996,52,1062,250.0,0.47,0.19,6,177,0
21.100509558496636,51,1290,277.0,0.41,0.03,3,430,0
22.191956417240824,34,499,156.0,0.22,0.13,1,499,1
19.111898158976246,19,320,29.0,0.89,0.64,4,80,0
18.503847894975106,57,1228,5.0,0.32,0.28,4,307,1
24.99887392459799,45,204,179.0,0.13,0.15,6,34,0
27.699185151652333,55,524,27.0,0.7,0.28,2,262,0
27.394313170067054,51,1888,272.0,0.77,0.05,4,472,1
28.71479170180469,49,108,48.0,0.51,0.17,6,18,0
21.592091571279916,28,276,71.0,0.59,0.15,1,276,0
25.490311909262758,40,2270,154.0,0.85,0.29,5,454,1
20.504933999743688,52,112,288.0,0.75,0.4,4,28,0
27.620525931336743,52,676,60.0,0.49,0.54,2,338,0
27.093425605536336,34,1920,172.0,0.7,0.2,4,480,0
26.98507068304928,18,848,288.0,0.26,0.22,4,212,0
20.512275480922522,51,492,30.0,0.01,0.27,4,123,0
24.11472520429418,21,329,222.0,0.41,0.13,1,329,0
25.594535334795076,49,260,213.0,0.24,0.18,2,130,0
23.10957898432762,25,142,175.0,0.67,0.4,1,142,0
28.796934427635904,30,327,52.0,0.49,0.37,1,327,1
25.40123456790123,58,245,198.0,0.78,0.29,1,245,1
20.5,39,1176,227.0,0.4,0.31,6,196,1
18.109525877911057,55,0,47.0,0.28,0.39,0,74,0
19.297399236875574,58,1044,256.0,0.49,0.15,3,348,0
23.90062238547087,40,128,117.0,0.47,0.25,4,32,1
27.58490089635147,33,1497,126.0,0.72,0.1,3,499,0
29.58881746760535,24,1380,294.0,0.63,0.47,4,345,1
18.6159169550173,25,1336,105.0,0.55,0.07,4,334,0
25.802214299118038,40,1385,130.0,0.33,0.09,5,277,1
19.693280362253834,45,323,107.0,0.63,0.28,1,323,0
29.987505206164098,47,600,43.0,0.8,0.19,6,100,0
21.499958007894516,43,20,46.0,0.37,0.11,5,4,0
22.312984841424306,54,0,64.0,0.22,0.31,0,49,0
27.798773830519863,46,60,270.0,0.36,0.3,2,30,0
23.79320742304213,23,230,128.0,0.51,0.19,5,46,0
21.716083581272873,42,957,145.0,0.17,0.11,3,319,1
23.90003387406376,52,876,145.0,0.81,0.29,2,438,1
26.796874999999993,49,658,145.0,0.49,0.24,2,329,1
28.79912295496711,49,2375,260.0,0.18,0.37,5,475,1
28.479916897506925,51,774,47.0,0.42,0.29,2,387,0
28.80859375,41,652,293.0,0.86,0.37,2,326,0
26.606477206661882,18,0,207.0,0.2,0.35,0,178,0
22.311111111111114,48,332,117.0,0.74,0.41,4,83,0
21.518811606275165,32,474,267.0,0.39,0.12,1,474,0
25.69661232512429,42,909,147.0,0.86,0.38,3,303,0
18.793942671714444,46,423,120.0,0.49,0.4,3,141,1
26.708586428985683,37,0,281.0,0.62,0.07,0,371,0
25.504406454382465,57,1224,42.0,0.74,0.13,6,204,1
28.188676206072646,26,540,2.0,0.13,0.28,6,90,0
18.694797290970943,37,489,70.0,0.77,0.24,3,163,0
28.295501874219077,44,396,13.0,0.79,0.41,2,198,1
21.4086127547666,50,1236,168.0,0.5,0.43,4,309,1
25.51323128040821,32,36,160.0,0.46,0.53,6,6,0
19.296061566319604,56,0,277.0,0.6,0.06,4,0,0
25.888343074330383,28,1242,146.0,0.28,0.21,6,207,0
28.799351000540838,32,126,62.0,0.54,0.31,6,21,0
28.68686868686869,46,0,76.0,0.31,0.25,0,46,0
25.01095690284879,19,2454,50.0,0.41,0.75,6,409,1
23.100907029478464,43,479,49.0,0.58,0.35,1,479,0
29.690992767915848,52,322,208.0,0.49,0.1,2,161,0
20.095793419408583,21,453,171.0,0.48,0.32,1,453,0
27.28949652777778,53,0,30.0,0.59,0.15,0,252,1
29.98821304240564,18,1632,100.0,0.4,0.36,4,408,0
23.98530762167126,28,166,2.0,0.44,0.24,1,166,0
23.095658016292937,30,1332,297.0,0.68,0.57,4,333,1
26.3015097832679,32,291,17.0,0.71,0.39,1,291,0
21.211072664359865,21,627,212.0,0.03,0.36,3,209,0
23.601326718017596,55,0,76.0,0.26,0.25,0,320,0
22.91578257011689,42,2850,97.0,0.71,0.18,6,475,1
26.3015097832679,41,1608,213.0,0.6,0.41,4,402,0
27.511478420569336,23,375,100.0,0.35,0.09,3,125,0
27.58381235291848,25,1365,283.0,0.32,0.38,5,273,0
27.81947832613999,47,670,219.0,0.29,0.24,5,134,0
28.213851003401892,53,945,46.0,0.79,0.6,5,189,0
25.312460547910618,39,282,206.0,0.25,0.32,1,282,0
24.492187499999996,18,720,24.0,0.84,0.22,3,240,0
20.60941828254848,55,19,3.0,0.39,0.44,1,19,0
27.718082540239465,46,244,129.0,0.48,0.27,2,122,0
19.692665289256198,25,292,241.0,0.58,0.14,1,292,0
19.609319131318454,31,0,115.0,0.57,0.4,0,321,0
28.294170136823322,22,1264,58.0,0.47,0.25,4,316,1
23.5935314998745,29,393,139.0,0.38,0.26,1,393,1
28.907254361799822,34,1446,278.0,0.92,0.23,3,482,0
24.994202375737586,41,1985,131.0,0.32,0.19,5,397,1
24.710762967352935,20,855,165.0,0.57,0.52,3,285,0
24.292315850609832,46,0,68.0,0.25,0.1,0,6,0
27.104402141582398,53,844,46.0,0.47,0.58,4,211,0
26.711111111111112,58,534,122.0,0.59,0.21,2,267,0
29.999999999999993,54,556,284.0,0.85,0.21,2,278,0
27.284681130834976,37,92,47.0,0.22,0.33,1,92,0
21.590551631444992,59,1625,18.0,0.54,0.22,5,325,1
24.687119627976653,29,453,164.0,0.6,0.12,3,151,0
27.309968138370508,18,44,115.0,0.05,0.12,1,44,0
23.31357154302195,21,1452,130.0,0.4,0.33,4,363,1
20.9085629150779,28,198,289.0,0.67,0.17,6,33,0
20.907297830374755,30,354,65.0,0.73,0.36,2,177,0
19.011660930869724,48,555,16.0,0.29,0.28,5,111,0
26.387874360847334,57,301,53.0,0.39,0.39,1,301,0
19.512331681643854,29,1383,87.0,0.21,0.12,3,461,1
27.09141274238227,45,235,152.0,0.68,0.12,1,235,0
27.80583259689433,54,310,103.0,0.38,0.14,5,62,0
24.40155634002422,24,372,49.0,0.43,0.09,4,93,0
29.818653900766765,58,20,205.0,0.43,0.34,4,5,0
18.48783694937541,35,35,9.0,0.65,0.29,1,35,0
24.691358024691358,52,2436,148.0,0.51,0.23,6,406,1
22.015848542436085,26,100,54.0,0.5,0.51,2,50,0
17.99770578695463,54,812,251.0,0.76,0.31,4,203,0
25.394477317554237,53,0,294.0,0.74,0.22,0,360,0
19.901712401941335,55,0,119.0,0.58,0.58,0,478,0
26.31578947368421,54,249,84.0,0.66,0.19,3,83,0
18.783723477625866,32,0,42.0,0.59,0.39,0,361,0
25.908661957733987,37,642,237.0,0.54,0.17,2,321,0
23.014784331656756,52,885,208.0,0.54,0.27,3,295,1
29.28888888888889,59,375,33.0,0.65,0.31,3,125,0
29.503157472685352,38,1244,296.0,0.5,0.04,4,311,0
28.00861803631887,31,628,256.0,0.16,0.21,4,157,0
20.411347960425708,56,282,16.0,0.48,0.16,2,141,1
21.379980563654037,45,592,245.0,0.19,0.42,2,296,0
21.59292947512175,36,2325,88.0,0.52,0.26,5,465,1
28.98242630385488,40,1026,192.0,0.38,0.34,6,171,0
22.5,21,850,267.0,0.42,0.13,2,425,1
17.987296959600165,38,123,195.0,0.61,0.26,3,41,0
24.4,26,1090,209.0,0.63,0.21,5,218,0
22.104293671330204,49,150,216.0,0.22,0.16,6,25,0
21.114758237596263,37,36,145.0,0.41,0.39,1,36,1
18.298322103316156,49,0,112.0,0.0,0.25,0,401,0
23.008440282113533,21,197,255.0,0.35,0.26,1,197,0
24.498269896193772,30,280,107.0,0.71,0.72,2,140,1
20.800089583158368,36,395,289.0,0.52,0.39,1,395,0
25.289418599683884,47,2150,259.0,0.49,0.34,5,430,1
23.285770907649624,24,1134,292.0,0.52,0.28,3,378,0
28.81833262605609,39,1796,91.0,0.31,0.34,4,449,1
20.114285714285714,31,0,12.0,0.55,0.39,0,319,0
29.179958716457126,27,2485,232.0,0.44,0.43,5,497,0
24.50284090909091,33,194,297.0,0.37,0.31,1,194,0
20.880963267794538,37,2275,269.0,0.39,0.2,5,455,1
22.812499999999996,30,0,140.0,0.44,0.04,0,168,0
26.09327520147972,32,0,129.0,0.41,0.22,0,244,0
28.594874384547403,45,1812,113.0,0.49,0.36,4,453,0
24.302487059714682,27,0,8.0,0.23,0.27,0,440,0
21.60410477990818,59,332,295.0,0.72,0.09,1,332,0
17.985063252552962,44,0,144.0,0.1,0.5,0,462,1
24.099895941727365,21,459,149.0,0.83,0.12,1,459,0
23.084100774879303,40,0,166.0,0.27,0.05,0,437,0
22.813461136492577,24,92,56.0,0.38,0.21,2,46,0
26.878462603878116,30,0,71.0,0.45,0.29,0,176,0
21.79420652605232,50,9,51.0,0.33,0.46,3,3,0
22.712019114607102,46,2135,73.0,0.42,0.36,5,427,0
29.48245473481813,22,966,275.0,0.54,0.2,6,161,0
20.799141522535034,20,0,187.0,0.56,0.42,0,108,0
22.003863273704543,56,1236,192.0,0.52,0.14,6,206,0
19.09823881807126,23,688,227.0,0.27,0.09,2,344,0
18.004722550177096,50,200,93.0,0.28,0.2,4,50,0
26.604938271604937,48,2150,216.0,0.35,0.3,5,430,1
25.312011235596408,50,180,149.0,0.39,0.48,6,30,1
24.386935763888893,33,186,152.0,0.77,0.2,3,62,0
23.802195547347903,33,1002,113.0,0.22,0.02,6,167,0
25.38370720188902,32,331,106.0,0.77,0.1,1,331,0
28.503748438150772,18,312,213.0,0.58,0.09,2,156,0
28.510832505570622,57,1952,32.0,0.52,0.2,4,488,0
21.484179224163853,47,386,201.0,0.43,0.12,1,386,0
27.384478072132744,42,1224,185.0,0.18,0.16,6,204,1
19.81008035062089,29,865,150.0,0.57,0.16,5,173,0
18.198128924772526,46,2235,151.0,0.38,0.11,5,447,1
19.278410882392684,56,1980,65.0,0.49,0.34,6,330,1
19.278410882392684,46,1542,192.0,0.11,0.62,6,257,1
24.00792757083014,31,1315,211.0,0.58,0.31,5,263,0
26.89326027120527,28,0,284.0,0.6,0.51,0,51,0
26.400102524669997,47,320,11.0,0.44,0.31,4,80,0
21.20310522895934,59,1885,192.0,0.65,0.28,5,377,1
28.798081828384863,37,1676,280.0,0.16,0.11,4,419,0
26.193771626297583,21,504,199.0,0.25,0.5,6,84,0
19.902175746331594,35,487,61.0,0.51,0.11,1,487,1
20.7197873969641,49,740,266.0,0.46,0.46,4,185,1
22.010707911957173,18,458,2.0,0.65,0.42,1,458,1
18.296227899182657,42,642,211.0,0.39,0.36,3,214,0
23.31357154302195,37,0,189.0,0.45,0.19,0,491,1
23.9,39,2280,228.0,1.0,0.07,6,380,1
25.411329093135056,33,2286,96.0,0.83,0.5,6,381,1
24.79224376731302,59,38,284.0,0.42,0.15,1,38,1
21.983892176199866,40,1806,222.0,0.79,0.24,6,301,1
20.793950850661624,28,0,88.0,0.32,0.15,0,283,0
28.39302112029385,24,1608,237.0,0.27,0.08,6,268,1
23.688888888888886,47,396,17.0,0.51,0.55,6,66,0
23.895321361058603,46,82,164.0,0.7,0.08,1,82,0
26.61876731301939,28,0,83.0,0.78,0.26,0,409,1
24.991531484060374,46,275,197.0,0.53,0.32,1,275,0
29.515938606847698,53,0,257.0,0.35,0.28,0,246,0
24.29387755102041,19,184,188.0,0.5,0.22,2,92,0
